Number;Content Curator;Type;ID entities;Owner entities;Act;Warn;Date;Time (optional);Reason or other comments;Network
738;leet_joy;Video\10;https://play.joystream.org/video/362;101;Accepted;;07.06.2021;;;New
739;leet_joy;Video\10;https://play.joystream.org/video/361;101;Accepted;;07.06.2021;;;New
740;leet_joy;Video\10;https://play.joystream.org/video/360;101;Accepted;;07.06.2021;;;New
741;leet_joy;Video\10;https://play.joystream.org/video/76;101;Accepted;;07.06.2021;;;New
742;IgreX;Video\10;https://play.joystream.org/video/92;67;Accepted;;07.06.2021;;;New
743;IgreX;Video\10;https://play.joystream.org/video/93;67;Accepted;;07.06.2021;;;New
744;IgreX;Video\10;https://play.joystream.org/video/81;63;Accepted;;07.06.2021;;;New
745;IgreX;Video\10;https://play.joystream.org/video/110;110;Accepted;;07.06.2021;;;New
746;IgreX;Video\10;https://play.joystream.org/video/109;110;Accepted;;07.06.2021;;;New
747;IgreX;Video\10;https://play.joystream.org/video/108;110;Accepted;;07.06.2021;;;New
748;IgreX;Video\10;https://play.joystream.org/video/87;110;Accepted;;07.06.2021;;;New
749;IgreX;Video\10;https://play.joystream.org/video/86;110;Accepted;;07.06.2021;;;New
750;IgreX;Video\10;https://play.joystream.org/video/85;110;Accepted;;07.06.2021;;;New
751;IgreX;Video\10;https://play.joystream.org/video/84;110;Accepted;;07.06.2021;;;New
752;IgreX;Video\10;https://play.joystream.org/video/82;110;Accepted;;07.06.2021;;;New
753;IgreX;Video\10;https://play.joystream.org/video/153;82;Accepted;;07.06.2021;;;New
754;IgreX;Video\10;https://play.joystream.org/video/154;82;Accepted;;07.06.2021;;;New
755;IgreX;Video\10;https://play.joystream.org/video/155;82;Accepted;;07.06.2021;;;New
756;IgreX;Video\10;https://play.joystream.org/video/156;82;Accepted;;07.06.2021;;;New
757;IgreX;Video\10;https://play.joystream.org/video/157;82;Accepted;;07.06.2021;;;New
758;IgreX;Video\10;https://play.joystream.org/video/158;82;Accepted;;07.06.2021;;;New
759;IgreX;Video\10;https://play.joystream.org/video/159;82;Accepted;;07.06.2021;;;New
760;IgreX;Video\10;https://play.joystream.org/video/160;82;Accepted;;07.06.2021;;;New
761;IgreX;Video\10;https://play.joystream.org/video/162;82;Accepted;;07.06.2021;;;New
762;IgreX;Video\10;https://play.joystream.org/video/163;82;Accepted;;07.06.2021;;;New
763;IgreX;Video\10;https://play.joystream.org/video/164;82;Accepted;;07.06.2021;;;New
764;IgreX;Video\10;https://play.joystream.org/video/165;82;Accepted;;07.06.2021;;;New
765;IgreX;Video\10;https://play.joystream.org/video/166;82;Accepted;;07.06.2021;;;New
766;IgreX;Video\10;https://play.joystream.org/video/167;82;Accepted;;07.06.2021;;;New
767;IgreX;Video\10;https://play.joystream.org/video/168;82;Accepted;;07.06.2021;;;New
768;IgreX;Video\10;https://play.joystream.org/video/169;82;Accepted;;07.06.2021;;;New
769;IgreX;Video\10;https://play.joystream.org/video/170;82;Accepted;;07.06.2021;;;New
770;IgreX;Video\10;https://play.joystream.org/video/172;82;Accepted;;07.06.2021;;;New
771;IgreX;Video\10;https://play.joystream.org/video/173;82;Accepted;;07.06.2021;;;New
772;IgreX;Video\10;https://play.joystream.org/video/174;82;Accepted;;07.06.2021;;;New
773;IgreX;Video\10;https://play.joystream.org/video/175;82;Accepted;;07.06.2021;;;New
774;IgreX;Video\10;https://play.joystream.org/video/179;82;Accepted;;07.06.2021;;;New
775;IgreX;Video\10;https://play.joystream.org/video/180;82;Accepted;;07.06.2021;;;New
776;IgreX;Video\10;https://play.joystream.org/video/181;82;Accepted;;07.06.2021;;;New
777;IgreX;Video\10;https://play.joystream.org/video/243;73;Accepted;;07.06.2021;;;New
778;IgreX;Video\10;https://play.joystream.org/video/111;73;Accepted;;07.06.2021;;;New
779;IgreX;Video\10;https://play.joystream.org/video/106;73;Accepted;;07.06.2021;;;New
780;IgreX;Video\10;https://play.joystream.org/video/356;95;Accepted;;07.06.2021;;;New
781;IgreX;Video\10;https://play.joystream.org/video/355;95;Accepted;;07.06.2021;;;New
782;IgreX;Video\10;https://play.joystream.org/video/354;95;Accepted;;07.06.2021;;;New
783;IgreX;Video\10;https://play.joystream.org/video/353;95;Accepted;;07.06.2021;;;New
784;IgreX;Video\10;https://play.joystream.org/video/308;90;Accepted;;07.06.2021;;;New
785;IgreX;Video\10;https://play.joystream.org/video/306;90;Accepted;;07.06.2021;;;New
786;IgreX;Video\10;https://play.joystream.org/video/287;98;Accepted;;07.06.2021;;;New
787;IgreX;Video\10;https://play.joystream.org/video/286;98;Accepted;;07.06.2021;;;New
788;IgreX;Video\10;https://play.joystream.org/video/357;60;Accepted;;07.06.2021;;;New
789;IgreX;Video\10;https://play.joystream.org/video/394;23;Accepted;;07.06.2021;;;New
790;IgreX;Video\10;https://play.joystream.org/video/392;23;Accepted;;07.06.2021;;;New
791;IgreX;Video\10;https://play.joystream.org/video/391;23;Accepted;;07.06.2021;;;New
792;IgreX;Video\10;https://play.joystream.org/video/390;23;Accepted;;07.06.2021;;;New
793;IgreX;Video\10;https://play.joystream.org/video/389;23;Accepted;;07.06.2021;;;New
794;IgreX;Video\10;https://play.joystream.org/video/387;23;Accepted;;07.06.2021;;;New
795;IgreX;Video\10;https://play.joystream.org/video/386;23;Accepted;;07.06.2021;;;New
796;IgreX;Video\10;https://play.joystream.org/video/385;23;Accepted;;07.06.2021;;;New
797;IgreX;Video\10;https://play.joystream.org/video/384;23;Accepted;;07.06.2021;;;New
798;IgreX;Video\10;https://play.joystream.org/video/383;23;Accepted;;07.06.2021;;;New
799;IgreX;Video\10;https://play.joystream.org/video/382;23;Accepted;;07.06.2021;;;New
800;IgreX;Video\10;https://play.joystream.org/video/381;23;Accepted;;07.06.2021;;;New
801;IgreX;Video\10;https://play.joystream.org/video/380;23;Accepted;;07.06.2021;;;New
802;IgreX;Video\10;https://play.joystream.org/video/379;23;Accepted;;07.06.2021;;;New
803;IgreX;Video\10;https://play.joystream.org/video/378;23;Accepted;;07.06.2021;;;New
804;IgreX;Video\10;https://play.joystream.org/video/377;74;Accepted;;07.06.2021;;;New
805;IgreX;Video\10;https://play.joystream.org/video/435;23;Accepted;;07.06.2021;;;New
806;IgreX;Video\10;https://play.joystream.org/video/434;23;Accepted;;07.06.2021;;;New
807;IgreX;Video\10;https://play.joystream.org/video/432;23;Accepted;;07.06.2021;;;New
808;IgreX;Video\10;https://play.joystream.org/video/431;23;Accepted;;07.06.2021;;;New
809;IgreX;Video\10;https://play.joystream.org/video/429;23;Accepted;;07.06.2021;;;New
810;IgreX;Video\10;https://play.joystream.org/video/427;23;Accepted;;07.06.2021;;;New
811;IgreX;Video\10;https://play.joystream.org/video/426;23;Accepted;;07.06.2021;;;New
812;IgreX;Video\10;https://play.joystream.org/video/420;23;Accepted;;07.06.2021;;;New
813;IgreX;Video\10;https://play.joystream.org/video/419;23;Accepted;;07.06.2021;;;New
814;IgreX;Video\10;https://play.joystream.org/video/418;23;Accepted;;07.06.2021;;;New
815;IgreX;Video\10;https://play.joystream.org/video/416;23;Accepted;;07.06.2021;;;New
816;IgreX;Video\10;https://play.joystream.org/video/414;23;Accepted;;07.06.2021;;;New
817;IgreX;Video\10;https://play.joystream.org/video/408;23;Accepted;;07.06.2021;;;New
818;IgreX;Video\10;https://play.joystream.org/video/406;23;Accepted;;07.06.2021;;;New
819;IgreX;Video\10;https://play.joystream.org/video/405;23;Accepted;;07.06.2021;;;New
820;IgreX;Video\10;https://play.joystream.org/video/403;23;Accepted;;07.06.2021;;;New
821;IgreX;Video\10;https://play.joystream.org/video/402;23;Accepted;;07.06.2021;;;New
822;IgreX;Video\10;https://play.joystream.org/video/401;23;Accepted;;07.06.2021;;;New
823;IgreX;Video\10;https://play.joystream.org/video/400;23;Accepted;;07.06.2021;;;New
824;IgreX;Video\10;https://play.joystream.org/video/398;23;Accepted;;07.06.2021;;;New
825;IgreX;Video\10;https://play.joystream.org/video/397;23;Accepted;;07.06.2021;;;New
826;IgreX;Video\10;https://play.joystream.org/video/396;23;Accepted;;07.06.2021;;;New
827;leet_joy;Video\10;https://play.joystream.org/video/446;128;Accepted;;08.06.2021;;;New
828;leet_joy;Video\10;https://play.joystream.org/video/444;80;Accepted;;08.06.2021;;;New
829;leet_joy;Video\10;https://play.joystream.org/video/443;80;Accepted;;08.06.2021;;;New
830;leet_joy;Video\10;https://play.joystream.org/video/442;126;Accepted;;08.06.2021;;;New
831;leet_joy;Video\10;https://play.joystream.org/video/436;125;Accepted;;08.06.2021;;;New
832;lyazufey1812;Video\10;https://play.joystream.org/video/455;80;Accepted;;08.06.2021;;;New
833;leet_joy;Video\10;https://play.joystream.org/video/479;73;Accepted;;09.06.2021;;;New
834;leet_joy;Video\10;https://play.joystream.org/video/478;73;Accepted;;09.06.2021;;;New
835;leet_joy;Video\10;https://play.joystream.org/video/477;73;Accepted;;09.06.2021;;;New
836;leet_joy;Video\10;https://play.joystream.org/video/476;73;Accepted;;09.06.2021;;;New
837;leet_joy;Video\10;https://play.joystream.org/video/475;73;Accepted;;09.06.2021;;;New
838;leet_joy;Video\10;https://play.joystream.org/video/474;73;Accepted;;09.06.2021;;;New
839;leet_joy;Video\10;https://play.joystream.org/video/473;73;Accepted;;09.06.2021;;;New
840;leet_joy;Video\10;https://play.joystream.org/video/472;73;Accepted;;09.06.2021;;;New
841;leet_joy;Video\10;https://play.joystream.org/video/464;73;Accepted;;09.06.2021;;;New
842;leet_joy;Video\10;https://play.joystream.org/video/463;73;Accepted;;09.06.2021;;;New
843;leet_joy;Video\10;https://play.joystream.org/video/460;73;Accepted;;09.06.2021;;;New
844;leet_joy;Video\10;https://play.joystream.org/video/459;73;Accepted;;09.06.2021;;;New
845;leet_joy;Video\10;https://play.joystream.org/video/458;73;Accepted;;09.06.2021;;;New
846;leet_joy;Video\10;https://play.joystream.org/video/457;73;Accepted;;09.06.2021;;;New
847;leet_joy;Video\10;https://play.joystream.org/video/483;87;Accepted;;09.06.2021;;;New
848;lyazufey1812;Video\10;https://play.joystream.org/video/423;122;Accepted;;09.06.2021;;;New
849;lyazufey1812;Video\10;https://play.joystream.org/video/424;122;Accepted;;09.06.2021;;;New
850;lyazufey1812;Video\10;https://play.joystream.org/video/425;122;Accepted;;09.06.2021;;;New
851;lyazufey1812;Video\10;https://play.joystream.org/video/421;122;Accepted;;09.06.2021;;;New
852;lyazufey1812;Video\10;https://play.joystream.org/video/417;122;Accepted;;09.06.2021;;;New
853;lyazufey1812;Video\10;https://play.joystream.org/video/404;122;Accepted;;09.06.2021;;;New
854;leet_joy;Video\10;https://play.joystream.org/video/508;80;Accepted;;10.06.2021;;;New
855;leet_joy;Video\10;https://play.joystream.org/video/506;80;Accepted;;10.06.2021;;;New
856;leet_joy;Video\10;https://play.joystream.org/video/505;80;Accepted;;10.06.2021;;;New
857;leet_joy;Video\10;https://play.joystream.org/video/503;80;Accepted;;10.06.2021;;;New
858;leet_joy;Video\10;https://play.joystream.org/video/499;80;Accepted;;10.06.2021;;;New
859;leet_joy;Video\10;https://play.joystream.org/video/498;80;Accepted;;10.06.2021;;;New
860;leet_joy;Video\10;https://play.joystream.org/video/497;80;Accepted;;10.06.2021;;;New
861;leet_joy;Video\10;https://play.joystream.org/video/496;80;Accepted;;10.06.2021;;;New
862;leet_joy;Video\10;https://play.joystream.org/video/490;80;Accepted;;10.06.2021;;;New
863;lyazufey1812;Video\10;https://play.joystream.org/video/512;73;Accepted;;10.06.2021;;;New
864;lyazufey1812;Video\10;https://play.joystream.org/video/489;76;Accepted;;10.06.2021;;;New
865;lyazufey1812;Video\10;https://play.joystream.org/video/488;76;Accepted;;10.06.2021;;;New
866;lyazufey1812;Video\10;https://play.joystream.org/video/452;80;Accepted;;10.06.2021;;;New
867;lyazufey1812;Video\10;https://play.joystream.org/video/451;80;Accepted;;10.06.2021;;;New
868;lyazufey1812;Video\10;https://play.joystream.org/video/449;80;Accepted;;10.06.2021;;;New
869;lyazufey1812;Video\10;https://play.joystream.org/video/454;80;Accepted;;10.06.2021;;;New
870;lyazufey1812;Video\10;https://play.joystream.org/video/516;80;Accepted;;10.06.2021;;;New
871;lyazufey1812;Video\10;https://play.joystream.org/video/518;80;Accepted;;10.06.2021;;;New
872;lyazufey1812;Video\10;https://play.joystream.org/video/519;80;Accepted;;10.06.2021;;;New
873;prontera#3425;Video\10;https://play.joystream.org/video/520;24;Accepted;;10.06.2021;;;New
874;lyazufey1812;Video\10;https://play.joystream.org/video/523;80;Accepted;;10.06.2021;;;New
875;lyazufey1812;Video\10;https://play.joystream.org/video/522;48;Accepted;;10.06.2021;;;New
876;lyazufey1812;Video\10;https://play.joystream.org/video/551;76;Accepted;;11.06.2021;;;New
877;lyazufey1812;Video\10;https://play.joystream.org/video/553;76;Accepted;;11.06.2021;;;New
878;lyazufey1812;Video\10;https://play.joystream.org/video/550;80;Accepted;;11.06.2021;;;New
879;lyazufey1812;Video\10;https://play.joystream.org/video/549;80;Accepted;;11.06.2021;;;New
880;lyazufey1812;Video\10;https://play.joystream.org/video/548;76;Accepted;;11.06.2021;;;New
881;Meskalin;Video\10;https://play.joystream.org/video/585;74;Accepted;;11.06.2021;;;New
882;Meskalin;Video\10;https://play.joystream.org/video/584;74;Accepted;;11.06.2021;;;New
883;Meskalin;Video\10;https://play.joystream.org/video/575;74;Accepted;;11.06.2021;;;New
884;Meskalin;Video\10;https://play.joystream.org/video/586;80;Accepted;;11.06.2021;;;New
885;Meskalin;Video\10;https://play.joystream.org/video/577;144;Accepted;;11.06.2021;;;New
886;Meskalin;Video\10;https://play.joystream.org/video/576;144;Accepted;;11.06.2021;;;New
887;Meskalin;Video\10;https://play.joystream.org/video/570;60;Accepted;;11.06.2021;;;New
888;leet_joy;Video\10;https://play.joystream.org/video/629;74;Accepted;;13.06.2021;;;New
889;leet_joy;Video\10;https://play.joystream.org/video/628;74;Accepted;;13.06.2021;;;New
890;leet_joy;Video\10;https://play.joystream.org/video/626;74;Accepted;;13.06.2021;;;New
891;leet_joy;Video\10;https://play.joystream.org/video/625;74;Accepted;;13.06.2021;;;New
892;leet_joy;Video\10;https://play.joystream.org/video/624;74;Accepted;;13.06.2021;;;New
893;leet_joy;Video\10;https://play.joystream.org/video/622;74;Accepted;;13.06.2021;;;New
894;leet_joy;Video\10;https://play.joystream.org/video/617;150;Accepted;;13.06.2021;;;New
895;leet_joy;Video\10;https://play.joystream.org/video/614;148;Accepted;;13.06.2021;;;New
896;leet_joy;Video\10;https://play.joystream.org/video/616;148;Accepted;;13.06.2021;;;New
897;leet_joy;Video\10;https://play.joystream.org/video/613;148;Accepted;;13.06.2021;;;New
898;leet_joy;Video\10;https://play.joystream.org/video/612;148;Accepted;;13.06.2021;;;New
899;leet_joy;Video\10;https://play.joystream.org/video/611;74;Accepted;;13.06.2021;;;New
900;leet_joy;Video\10;https://play.joystream.org/video/610;74;Accepted;;13.06.2021;;;New
901;leet_joy;Video\10;https://play.joystream.org/video/609;74;Accepted;;13.06.2021;;;New
902;leet_joy;Video\10;https://play.joystream.org/video/608;74;Accepted;;13.06.2021;;;New
903;IgreX;Video\10;https://play.joystream.org/video/615;149;Accepted;;14.06.2021;;;New
904;prontera#3425;Video\10;https://play.joystream.org/video/665;74;Accepted;;14.06.2021;;;New
905;prontera#3425;Video\10;https://play.joystream.org/video/664;74;Accepted;;14.06.2021;;;New
906;prontera#3425;Video\10;https://play.joystream.org/video/663;74;Accepted;;14.06.2021;;;New
907;prontera#3425;Video\10;https://play.joystream.org/video/662;74;Accepted;;14.06.2021;;;New
908;prontera#3425;Video\10;https://play.joystream.org/video/661;74;Accepted;;14.06.2021;;;New
909;prontera#3425;Video\10;https://play.joystream.org/video/660;74;Accepted;;14.06.2021;;;New
910;prontera#3425;Video\10;https://play.joystream.org/video/659;74;Accepted;;14.06.2021;;;New
911;prontera#3425;Video\10;https://play.joystream.org/video/658;74;Accepted;;14.06.2021;;;New
912;prontera#3425;Video\10;https://play.joystream.org/video/657;74;Accepted;;14.06.2021;;;New
913;prontera#3425;Video\10;https://play.joystream.org/video/656;74;Accepted;;14.06.2021;;;New
914;prontera#3425;Video\10;https://play.joystream.org/video/655;74;Accepted;;14.06.2021;;;New
915;prontera#3425;Video\10;https://play.joystream.org/video/654;74;Accepted;;14.06.2021;;;New
916;prontera#3425;Video\10;https://play.joystream.org/video/653;74;Accepted;;14.06.2021;;;New
917;prontera#3425;Video\10;https://play.joystream.org/video/652;74;Accepted;;14.06.2021;;;New
918;prontera#3425;Video\10;https://play.joystream.org/video/651;74;Accepted;;14.06.2021;;;New
919;prontera#3425;Video\10;https://play.joystream.org/video/634;74;Accepted;;14.06.2021;;;New
920;prontera#3425;Video\10;https://play.joystream.org/video/633;74;Accepted;;14.06.2021;;;New
921;prontera#3425;Video\10;https://play.joystream.org/video/632;74;Accepted;;14.06.2021;;;New
922;prontera#3425;Video\10;https://play.joystream.org/video/649;150;Accepted;;14.06.2021;;;New
923;prontera#3425;Video\10;https://play.joystream.org/video/648;150;Accepted;;14.06.2021;;;New
924;prontera#3425;Video\10;https://play.joystream.org/video/647;150;Accepted;;14.06.2021;;;New
925;prontera#3425;Video\10;https://play.joystream.org/video/646;150;Accepted;;14.06.2021;;;New
926;prontera#3425;Video\10;https://play.joystream.org/video/645;150;Accepted;;14.06.2021;;;New
927;prontera#3425;Video\10;https://play.joystream.org/video/644;150;Accepted;;14.06.2021;;;New
928;prontera#3425;Video\10;https://play.joystream.org/video/643;150;Accepted;;14.06.2021;;;New
929;prontera#3425;Video\10;https://play.joystream.org/video/642;150;Accepted;;14.06.2021;;;New
930;prontera#3425;Video\10;https://play.joystream.org/video/641;150;Accepted;;14.06.2021;;;New
931;prontera#3425;Video\10;https://play.joystream.org/video/639;67;Accepted;;14.06.2021;;;New
932;prontera#3425;Video\10;https://play.joystream.org/video/638;67;Accepted;;14.06.2021;;;New
933;prontera#3425;Video\10;https://play.joystream.org/video/637;67;Accepted;;14.06.2021;;;New
934;prontera#3425;Video\10;https://play.joystream.org/video/636;67;Accepted;;14.06.2021;;;New
935;prontera#3425;Video\10;https://play.joystream.org/video/630;71;Accepted;;14.06.2021;;;New
936;prontera#3425;Video\10;https://play.joystream.org/video/631;71;Accepted;;14.06.2021;;;New
937;MishaSER#1639;Video\10;https://play.joystream.org/video/456;74;Accepted;;15.06.2021;;;New
938;MishaSER#1639;Video\10;https://play.joystream.org/video/618;74;Accepted;;15.06.2021;;;New
939;MishaSER#1639;Video\10;https://play.joystream.org/video/619;74;Accepted;;15.06.2021;;;New
940;MishaSER#1639;Video\10;https://play.joystream.org/video/620;74;Accepted;;15.06.2021;;;New
941;MishaSER#1639;Video\10;https://play.joystream.org/video/621;74;Accepted;;15.06.2021;;;New
942;MishaSER#1639;Video\10;https://play.joystream.org/video/667;74;Accepted;;15.06.2021;;;New
943;MishaSER#1639;Video\10;https://play.joystream.org/video/668;74;Accepted;;15.06.2021;;;New
944;MishaSER#1639;Video\10;https://play.joystream.org/video/669;74;Accepted;;15.06.2021;;;New
945;MishaSER#1639;Video\10;https://play.joystream.org/video/670;74;Accepted;;15.06.2021;;;New
946;MishaSER#1639;Video\10;https://play.joystream.org/video/671;74;Accepted;;15.06.2021;;;New
947;MishaSER#1639;Video\10;https://play.joystream.org/video/672;74;Accepted;;15.06.2021;;;New
948;MishaSER#1639;Video\10;https://play.joystream.org/video/673;74;Accepted;;15.06.2021;;;New
949;MishaSER#1639;Video\10;https://play.joystream.org/video/675;74;Accepted;;15.06.2021;;;New
950;MishaSER#1639;Video\10;https://play.joystream.org/video/757;150;Accepted;;15.06.2021;;;New
951;MishaSER#1639;Video\10;https://play.joystream.org/video/758;150;Accepted;;15.06.2021;;;New
949;MishaSER#1639;Video\10;https://play.joystream.org/video/759;150;Accepted;;15.06.2021;;;New
950;MishaSER#1639;Video\10;https://play.joystream.org/video/760;150;Accepted;;15.06.2021;;;New
951;MishaSER#1639;Video\10;https://play.joystream.org/video/762;150;Accepted;;15.06.2021;;;New
949;MishaSER#1639;Video\10;https://play.joystream.org/video/763;150;Accepted;;15.06.2021;;;New
950;MishaSER#1639;Video\10;https://play.joystream.org/video/764;150;Accepted;;15.06.2021;;;New
951;MishaSER#1639;Video\10;https://play.joystream.org/video/765;150;Accepted;;15.06.2021;;;New
949;MishaSER#1639;Video\10;https://play.joystream.org/video/766;150;Accepted;;15.06.2021;;;New
950;MishaSER#1639;Video\10;https://play.joystream.org/video/767;150;Accepted;;15.06.2021;;;New
951;MishaSER#1639;Video\10;https://play.joystream.org/video/768;150;Accepted;;15.06.2021;;;New
952;MishaSER#1639;Video\10;https://play.joystream.org/video/769;150;Accepted;;15.06.2021;;;New
953;MishaSER#1639;Video\10;https://play.joystream.org/video/770;150;Accepted;;15.06.2021;;;New
954;IgreX;Video\10;https://play.joystream.org/video/465;73;Accepted;;15.06.2021;;;New
955;IgreX;Video\10;https://play.joystream.org/video/466;73;Accepted;;15.06.2021;;;New
956;IgreX;Video\10;https://play.joystream.org/video/469;73;Accepted;;15.06.2021;;;New
957;IgreX;Video\10;https://play.joystream.org/video/471;73;Accepted;;15.06.2021;;;New
958;IgreX;Video\10;https://play.joystream.org/video/525;73;Accepted;;15.06.2021;;;New
959;IgreX;Video\10;https://play.joystream.org/video/640;150;Accepted;;15.06.2021;;;New
960;IgreX;Video\10;https://play.joystream.org/video/694;139;Accepted;;15.06.2021;;;New
961;IgreX;Video\10;https://play.joystream.org/video/692;139;Accepted;;15.06.2021;;;New
962;IgreX;Video\10;https://play.joystream.org/video/691;139;Accepted;;15.06.2021;;;New
963;IgreX;Video\10;https://play.joystream.org/video/690;139;Accepted;;15.06.2021;;;New
964;IgreX;Video\10;https://play.joystream.org/video/689;139;Accepted;;15.06.2021;;;New
965;IgreX;Video\10;https://play.joystream.org/video/688;139;Accepted;;15.06.2021;;;New
966;IgreX;Video\10;https://play.joystream.org/video/687;139;Accepted;;15.06.2021;;;New
967;IgreX;Video\10;https://play.joystream.org/video/686;139;Accepted;;15.06.2021;;;New
968;IgreX;Video\10;https://play.joystream.org/video/685;139;Accepted;;15.06.2021;;;New
969;IgreX;Video\10;https://play.joystream.org/video/684;139;Accepted;;15.06.2021;;;New
970;IgreX;Video\10;https://play.joystream.org/video/683;139;Accepted;;15.06.2021;;;New
971;IgreX;Video\10;https://play.joystream.org/video/682;139;Accepted;;15.06.2021;;;New
972;IgreX;Video\10;https://play.joystream.org/video/681;139;Accepted;;15.06.2021;;;New
973;IgreX;Video\10;https://play.joystream.org/video/680;139;Accepted;;15.06.2021;;;New
974;IgreX;Video\10;https://play.joystream.org/video/679;139;Accepted;;15.06.2021;;;New
975;IgreX;Video\10;https://play.joystream.org/video/678;139;Accepted;;15.06.2021;;;New
976;IgreX;Video\10;https://play.joystream.org/video/677;139;Accepted;;15.06.2021;;;New
977;IgreX;Video\10;https://play.joystream.org/video/536;139;Accepted;;15.06.2021;;;New
978;IgreX;Video\10;https://play.joystream.org/video/535;139;Accepted;;15.06.2021;;;New
979;IgreX;Video\10;https://play.joystream.org/video/534;139;Accepted;;15.06.2021;;;New
980;IgreX;Video\10;https://play.joystream.org/video/533;139;Accepted;;15.06.2021;;;New
981;IgreX;Video\10;https://play.joystream.org/video/532;139;Accepted;;15.06.2021;;;New
982;IgreX;Video\10;https://play.joystream.org/video/531;139;Accepted;;15.06.2021;;;New
983;IgreX;Video\10;https://play.joystream.org/video/530;139;Accepted;;15.06.2021;;;New
984;IgreX;Video\10;https://play.joystream.org/video/529;139;Accepted;;15.06.2021;;;New
